brand,color,condition,contract,date,link,memory,mobOs,model,price,title
samsung,,,unlocked,2019-11-04 21:02,https://sandiego.craigslist.org/csd/mob/d/san-diego-samsung-galaxy-halo-from/7013864904.html,,android,,$150,samsung galaxy  halo from cricket
apple,white,excellent,tmobile,2019-11-04 20:50,https://seattle.craigslist.org/see/mob/d/redmond-apple-iphone-white-color-256-gb/7013861725.html,256 gb,apple iOS,iPhone X,$540,"apple iphone x, white color, 256 gb, unlocked"
samsung,,new,unlocked,2019-11-04 23:30,https://miami.craigslist.org/mdc/mob/d/miami-samsung-galaxy-s9-unlocked/7010606740.html,64gb,android,,$369,samsung galaxy s9 unlocked warranty
apple,,new,unlocked,2019-11-04 21:09,https://sfbay.craigslist.org/eby/mob/d/san-leandro-apple-airpods-new/7011923030.html,,apple iOS,,$90,apple airpods (new)
apple,,,unlocked,2019-11-04 21:00,https://sacramento.craigslist.org/mob/d/sacramento-weekly-landscape-maintenance/7011280843.html,,apple iOS,,$50,weekly landscape maintenance
apple,white,excellent,tmobile,2019-11-04 21:04,https://orangecounty.craigslist.org/mob/d/garden-grove-iphone-256gb-white-unlocked/7012448131.html,256gb,apple iOS,Iphone X,$600,iphone x - 256gb white - unlocked
apple,gray,good,verizon,2019-11-04 20:58,https://losangeles.craigslist.org/lac/mob/d/los-angeles-iphone-6s-plus-128gb-gray/7009910853.html,128gb,apple iOS,6S Plus 128,$300,iphone 6s plus 128gb gray verizon
apple,,like new,verizon,2019-11-04 23:59,https://newyork.craigslist.org/que/mob/d/east-elmhurst-iphone-max-256g/7009417818.html,,android,Max,$400,iphone max 256g
apple,,excellent,unlocked,2019-11-04 20:14,https://palmsprings.craigslist.org/mob/d/desert-hot-springs-iphone-se-32g/7013851701.html,,apple iOS,,$65,iphone se 32g
apple,,excellent,att,2019-11-04 23:17,https://washingtondc.craigslist.org/nva/mob/d/arlington-iphone-xs-max/7013850629.html,,apple iOS,iPhone XS Max,$575,iphone xs max
apple,,,unlocked,2019-11-04 21:58,https://washingtondc.craigslist.org/nva/mob/d/chantilly-iphone-7-32gb-unlocked/6996520228.html,32gb,apple iOS,,$260,iphone 7 32gb unlocked
apple,gold,new,unlocked,2019-11-04 19:33,https://washingtondc.craigslist.org/nva/mob/d/herndon-iphone-xs-64gb-gold-unlocked/7013755423.html,64gb,apple iOS,,$650,iphone xs- 64gb -gold - $650 unlocked
apple,,like new,unlocked,2019-11-04 19:34,https://sandiego.craigslist.org/csd/mob/d/el-cajon-iphone-unlocked/7013838717.html,,apple iOS,iPhone X,$450,iphone x unlocked
apple,,like new,unlocked,2019-11-04 19:33,https://sandiego.craigslist.org/esd/mob/d/el-cajon-iphone/7013838270.html,,apple iOS,iPhone X,$450,iphone
apple,,,unlocked,2019-11-04 19:24,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-cash-nuevo-usado-todas/6997801800.html,,apple iOS,,$600,iphone cash nuevo usado todas $619 condiciones llamar $$
apple,,,unlocked,2019-11-04 19:24,https://sandiego.craigslist.org/csd/mob/d/san-diego-se-busca-compra-iphone-en/7011070426.html,,apple iOS,,$660,se busca/compra iphone en effectivo
apple,,,unlocked,2019-11-04 19:24,https://sandiego.craigslist.org/csd/mob/d/san-diego-iphone-cash-nuevo-usado-todas/6998359113.html,,apple iOS,,$500,iphone cash nuevo usado todas $619 condiciones se compra llamar
apple,,,tmobile,2019-11-04 17:57,https://sacramento.craigslist.org/mob/d/west-sacramento-boost-mobile-iphone-6s/7013747374.html,32gb,apple iOS,,$150,*~*boost mobile iphone 6s special 13mp*~*camera*32gb*
samsung galaxy,,like new,unlocked,2019-11-04 18:14,https://washingtondc.craigslist.org/nva/mob/d/springfield-samsung-galaxy-s7-edge-32gb/7001385970.html,32gb,android,s7 edge,$240,samsung galaxy s7 edge (32gb) factory unlocked + 1 month warranty
apple,,,att,2019-11-04 21:44,https://washingtondc.craigslist.org/nva/mob/d/springfield-iphone-7-128gb-only-att-use/7013818461.html,128gb,apple iOS,,$310,iphone 7 128gb only at&t use
apple,,,unlocked,2019-11-04 21:58,https://washingtondc.craigslist.org/nva/mob/d/chantilly-iphone-xs-max-256gb-factory/6996300105.html,256gb,apple iOS,,$800,iphone xs max 256gb factory unlocked
apple,rose,fair,unlocked,2019-11-04 21:50,https://washingtondc.craigslist.org/nva/mob/d/fairfax-iphone-6s-plus-64gb-fair/7013821921.html,64gb,apple iOS,iPhone 6S Plus,$150,iphone 6s plus 64gb fair condition
apple,black,like new,att,2019-11-04 21:38,https://washingtondc.craigslist.org/nva/mob/d/falls-church-apple-iphone-8-attlike-new/7013817485.html,,apple iOS,,$300,apple iphone 8 att**like new**
apple,,like new,unlocked,2019-11-04 18:02,https://washingtondc.craigslist.org/nva/mob/d/springfield-iphone-64gb-factory/7012242428.html,64gb,apple iOS,,$550,iphone x - 64gb factory unlocked - comes w/ box + accessories
apple,,,unlocked,2019-11-04 21:58,https://washingtondc.craigslist.org/nva/mob/d/chantilly-iphone-6-64gb-unlocked/7001168844.html,64gb,apple iOS,,$150,iphone 6 64gb unlocked
apple,gray,good,unlocked,2019-11-04 16:40,https://washingtondc.craigslist.org/doc/mob/d/montgomery-village-iphone-256gb-unlocked/7013635108.html,256gb,apple iOS,IPhone X,$500,iphone x 256gb unlocked
samsung,gray,excellent,verizon,2019-11-04 21:52,https://washingtondc.craigslist.org/nva/mob/d/centreville-samsung-s5-4g-lte/7013820889.html,,android,S5,$60,samsung s5 4g lte
apple,,excellent,tmobile,2019-11-04 18:09,https://chicago.craigslist.org/chc/mob/d/golf-iphone-7-factory-unlock-128gb/7003171652.html,128gb,apple iOS,,$240,iphone 7 factory unlock 128gb
apple,,like new,unlocked,2019-11-04 16:21,https://washingtondc.craigslist.org/nva/mob/d/alexandria-pick-up-only-apple-iphone-7/6997969750.html,128gb,apple iOS,iPhone 7 Plus,$420,pick up only apple iphone 7 plus 128gb fully unlocked worldwide
oneplus,red,new,tmobile,2019-11-04 21:56,https://washingtondc.craigslist.org/nva/mob/d/fairfax-oneplus-7t-sim-unlock-8gb-ram/7013825009.html,8gb,android,7T,$600,oneplus 7t sim unlock 8gb ram/128gb memory
apple,black,,sprint,2019-11-04 12:54,https://chicago.craigslist.org/sox/mob/d/palos-park-iphone-11-pro-black-unlocked/7013485721.html,64gb,apple iOS,,$900,iphone 11 pro - black - unlocked - 64gb
samsung,,excellent,tmobile,2019-11-04 18:09,https://chicago.craigslist.org/chc/mob/d/golf-samsung-galaxy-s7-unlock-32gb/7003169288.html,32gb,android,,$135,samsung galaxy s7 unlock 32gb
samsung,black,,tmobile,2019-11-04 12:55,https://chicago.craigslist.org/chc/mob/d/burbank-samsung-galaxy-j3-achieve-16gb/7006672183.html,16gb,android,,$50,samsung galaxy j3 achieve 16gb black android smartphone
samsung,,excellent,tmobile,2019-11-04 18:09,https://chicago.craigslist.org/chc/mob/d/golf-samsung-galaxy-s8plus-64gb-factory/7003171361.html,64gb,android,,$270,samsung galaxy s8plus 64gb factory unlock
apple,,excellent,tmobile,2019-11-04 18:09,https://chicago.craigslist.org/chc/mob/d/golf-iphone-5s-factory-unlock-64gb/7003169538.html,64gb,apple iOS,,$100,iphone 5s factory unlock 64gb
apple,,,unlocked,2019-11-04 16:50,https://chicago.craigslist.org/nch/mob/d/chicago-iphone-xs-max/6996660705.html,,apple iOS,,$999,iphone xs max
google,red,like new,unlocked,2019-11-04 16:54,https://chicago.craigslist.org/chc/mob/d/chicago-google-pixel-3a-unlocked/7009619695.html,,android,G020G,$340,google pixel 3a unlocked
apple,silver,new,att,2019-11-04 17:04,https://chicago.craigslist.org/nwc/mob/d/buffalo-grove-iphone-xs-silver-256-gb/7013699347.html,256 gb,apple iOS,Xs,$720,iphone xs silver 256 gb new
apple,gray,like new,verizon,2019-11-04 13:21,https://chicago.craigslist.org/chc/mob/d/skokie-iphone-256gb-space-gray-factory/7013450561.html,256gb,apple iOS,iphone x,$525,iphone x 256gb space gray! factory unlocked!perfect condition
lg,gold,excellent,sprint,2019-11-04 17:04,https://chicago.craigslist.org/chc/mob/d/chicago-lg-g3-ls-gb-shine-gold-sprint/7013673336.html,32gb,android,G3,$40,lg g3 ls990 - 32gb - shine gold (sprint) smartphone
apple,,new,unlocked,2019-11-04 13:38,https://chicago.craigslist.org/chc/mob/d/chicago-selling-iphone-xs-max-512gb-new/7010770779.html,512gb,apple iOS,,$980,selling iphone xs max 512gb new box unlocked all carriers has warranty
samsung,,like new,unlocked,2019-11-04 16:20,https://washingtondc.craigslist.org/mld/mob/d/arlington-fully-functional-samsung/6997336444.html,64gb,android,Galaxy s8,$295,fully functional samsung galaxy s8 64gb unlocked worldwide ready to go
apple,gray,like new,sprint,2019-11-04 14:25,https://chicago.craigslist.org/chc/mob/d/chicago-apple-iphone-7-128gb-sprint/7012289845.html,128gb,apple iOS,,$299,"apple iphone 7 128gb sprint chicago, illocal pickup (a mile away)"
sony,red,,att,2019-11-04 13:47,https://chicago.craigslist.org/nwc/mob/d/itasca-sony-xperia-z5-e6603-unlocked-32g/7006664151.html,,android,E6603,$100,sony xperia z5 e6603 unlocked 32g
apple,silver,new,verizon,2019-11-04 13:51,https://chicago.craigslist.org/nwc/mob/d/schaumburg-apple-iphone-265gb-verizon/7013540259.html,265gb,apple iOS,iPhone X,$600,apple  iphone x 265gb verizon silver unlocked
apple,,like new,unlocked,2019-11-04 15:22,https://washingtondc.craigslist.org/nva/mob/d/arlington-iphone-6-16gb-unlocked/6997308698.html,16gb,apple iOS,iPhone 6,$145,iphone 6 16gb unlocked worldwide pick up only like new
none,,,unlocked,2019-11-04 14:18,https://chicago.craigslist.org/chc/mob/d/chicago-iphone-7-lcd-change-for-just-59/7013493705.html,,android,,$59,iphone 7 lcd change for just $ 59
apple,,good,unlocked,2019-11-04 15:38,https://washingtondc.craigslist.org/nva/mob/d/falls-church-used-iphone-7-32gb-100-obo/7013582309.html,32gb,apple iOS,iPhone 7,$100,used iphone 7 32gb -$100 obo
apple,red,,unlocked,2019-11-04 15:47,https://washingtondc.craigslist.org/nva/mob/d/ashburn-iphone-gb-red-factory-unlocked/7013590402.html,128gb,apple iOS,,$750,iphone 11 128gb red-factory unlocked
apple,gold,,sprint,2019-11-04 12:38,https://chicago.craigslist.org/chc/mob/d/chicago-mint-apple-iphone-8-space/7013373278.html,256gb,apple iOS,,$200,❥❥*mint apple iphone 8 space❥❥ gray256gb (sprint) ❥❥
apple,rose,excellent,tmobile,2019-11-04 14:25,https://chicago.craigslist.org/chc/mob/d/chicago-apple-iphone-8-plus-64gb-mobile/7012281857.html,64gb,apple iOS,,$480,apple iphone 8 plus 64gb t-mobile
apple,red,like new,tmobile,2019-11-04 14:26,https://chicago.craigslist.org/chc/mob/d/chicago-galaxy-note-8-64gb-mobile/7012285076.html,64gb,apple iOS,,$399,galaxy note 8 64gb t-mobile
any,,excellent,unlocked,2019-11-04 14:02,https://washingtondc.craigslist.org/doc/mob/d/washington-iphone-8-64gb-factory/7013477787.html,64gb,apple iOS,IPHONE 8,$375,iphone 8 64gb factory unlocked !!
apple,,,unlocked,2019-11-04 14:27,https://chicago.craigslist.org/chc/mob/d/chicago-iphone-6/7013572622.html,,apple iOS,,$70,iphone 6
apple,rose,,unlocked,2019-11-04 14:30,https://washingtondc.craigslist.org/nva/mob/d/annandale-iphone-7-factory-unlock/7013520068.html,,apple iOS,Iphone 7,$260,iphone 7 factory unlock
apple,,excellent,verizon,2019-11-04 13:01,https://washingtondc.craigslist.org/nva/mob/d/springfield-iphone-8-plus-256-gb-verizon/7010130152.html,256 gb,apple iOS,Iphone 8 plus,$420,iphone 8 plus 256 gb verizon
none,gold,,unlocked,2019-11-04 12:55,https://washingtondc.craigslist.org/nva/mob/d/tannoy-system-10-dmt-ii-studio-monitors/6998688286.html,,android,,$700,"tannoy system 10 dmt ii studio monitors super gold vintage speakers,"
apple,,good,unlocked,2019-11-04 13:09,https://washingtondc.craigslist.org/doc/mob/d/washington-iphone-6-plus-64-gb/7013440676.html,64 gb,apple iOS,,$195,iphone 6 plus 64 gb
samsung,black,,att,2019-11-04 13:21,https://washingtondc.craigslist.org/nva/mob/d/falls-church-galaxy-note-9-128gb/7013350286.html,128gb,android,,$525,galaxy note 9 (128gb) factory-unlocked + box + accessories (black)
apple,gold,,att,2019-11-04 13:25,https://washingtondc.craigslist.org/nva/mob/d/arlington-iphone-8-gold-64gb-box/7013370450.html,64gb,apple iOS,,$405,iphone 8 gold (64gb) w/ box + accessories unlocked
samsung,,,unlocked,2019-11-04 12:52,https://washingtondc.craigslist.org/mld/mob/d/upper-marlboro-samsung-galaxy-s6/7013423924.html,32gb,android,,$120,samsung galaxy s6
apple,,new,unlocked,2019-11-04 14:28,https://chicago.craigslist.org/nwc/mob/d/lake-zurich-apple-lightning-to-hdmi/7003697099.html,,apple iOS,MD826AM/A,$35,apple lightning to hdmi digital av adapter part # md826am/a - authenti
apple,,excellent,att,2019-11-04 14:31,https://chicago.craigslist.org/nch/mob/d/skokie-unlocked-iphone-7-32-gb-82/7013565957.html,32 gb,apple iOS,A1778,$225,unlocked iphone 7 32 gb 82% battery health
apple,white,like new,sprint,2019-11-04 14:42,https://chicago.craigslist.org/sox/mob/d/chicago-iphone-sprint-64gb/7013586278.html,64gb,apple iOS,X (10),$749,iphone x sprint 64gb
apple,,like new,unlocked,2019-11-04 13:36,https://washingtondc.craigslist.org/nva/mob/d/falls-church-iphone-8-64gb-unlocked/6996726553.html,64gb,apple iOS,iPhone 8,$450,iphone 8 64gb unlocked cellphone only firm price
apple,,like new,unlocked,2019-11-04 13:36,https://washingtondc.craigslist.org/mld/mob/d/silver-spring-ready-to-use-iphone-5s/6998774399.html,16gb,apple iOS,iPhone 5S,$125,ready to use iphone 5s unlocked excellent conditions firm price
apple,,,unlocked,2019-11-04 12:20,https://washingtondc.craigslist.org/nva/mob/d/springfield-iphone-64gb-factory/7013367643.html,64gb,apple iOS,,$550,iphone x - 64gb factory unlocked - comes w/ box + accessories
samsung,,,unlocked,2019-11-04 12:20,https://washingtondc.craigslist.org/nva/mob/d/leesburg-new-samsung-greatcall-new/6995883957.html,,android,,$67,new samsung greatcall new prepaid cellphone
apple,,,unlocked,2019-11-04 12:20,https://washingtondc.craigslist.org/nva/mob/d/leesburg-iphone-4-in-great-shape/6995884496.html,,apple iOS,,$69,iphone 4 in great shape
none,,,verizon,2019-11-04 12:20,https://washingtondc.craigslist.org/nva/mob/d/leesburg-verizon-envy-2-lg-cell-phone/6995887012.html,,other,,$49,verizon envy 2 lg cell phone
apple,,like new,unlocked,2019-11-04 13:33,https://washingtondc.craigslist.org/nva/mob/d/alexandria-iphone-unlocked/7013465514.html,64gb,apple iOS,iPhone x,$525,iphone x unlocked
samsung,,like new,unlocked,2019-11-04 12:18,https://washingtondc.craigslist.org/doc/mob/d/washington-samsung-galaxy-s8-64gb/7006359258.html,64gb,android,GALAXY S8,$275,samsung galaxy s8 64gb factory unlocked
samsung galaxy,gold,new,unlocked,2019-11-04 12:18,https://washingtondc.craigslist.org/doc/mob/d/washington-samsung-galaxy-s8-active/7009450941.html,64gb,android,S8,$275,samsung galaxy s8 active  64gb factory unlocked
samsung,,,unlocked,2019-11-04 12:20,https://washingtondc.craigslist.org/doc/mob/d/brand-new-samsung-galaxy-note-10/7013367648.html,,android,S10 PLUS,$700,brand new samsung galaxy note 10
apple,,like new,unlocked,2019-11-04 12:23,https://washingtondc.craigslist.org/nva/mob/d/springfield-apple-iphone-6s-gb-factory/7013338542.html,128gb,apple iOS,iphone 6s+,$260,apple iphone 6s+ (16/32/128gb) factory unlocked
samsung,,new,unlocked,2019-11-04 12:24,https://washingtondc.craigslist.org/doc/mob/d/washington-samsung-galaxy-j7-32-gb/7013388995.html,32 gb,android,J7,$180,samsung galaxy j7 32 gb factory unlocked
apple,,,unlocked,2019-11-04 12:26,https://washingtondc.craigslist.org/doc/mob/d/sterling-iphone-6-6s-screen-replacement/7011245417.html,,apple iOS,,$50,"iphone 6, 6s, 6+, 7, 7+,  8. 8+ screen replacement special price"
samsung,,excellent,unlocked,2019-11-04 12:17,https://washingtondc.craigslist.org/doc/mob/d/washington-samsung-galaxy-s9-plus-64gb/7006358523.html,64gb,android,GALAXY S9+,$375,samsung galaxy s9+ plus 64gb factory unlocked with warranty
apple,,,unlocked,2019-11-04 12:26,https://washingtondc.craigslist.org/doc/mob/d/sterling-iphone-6-6s-screen-replacement/7011246623.html,,apple iOS,,$50,"iphone 6, 6s, 6+, 7, 7+,  8. 8+ screen replacement special price"
apple,,,att,2019-11-04 12:26,https://washingtondc.craigslist.org/mld/mob/d/sterling-iphone-6-6s-screen-replacement/7011293378.html,,apple iOS,,$50,"iphone 6, 6s, 6+, 7, 7+,  8. 8+ screen replacement special price"
samsung,,like new,unlocked,2019-11-04 12:27,https://washingtondc.craigslist.org/mld/mob/d/silver-spring-for-sale-samsung-galaxy/7013359201.html,64gb,android,Galaxy S8,$300,for sale samsung galaxy s8 plus 64gb unlocked like new firm price
none,,like new,tmobile,2019-11-04 12:32,https://washingtondc.craigslist.org/nva/mob/d/springfield-iphone-7-factory-unlocked/7011096629.html,32gb,android,,$275,iphone 7 -  factory unlocked - comes w/ box + accessories
none,,,tmobile,2019-11-04 12:35,https://washingtondc.craigslist.org/nva/mob/d/alexandria-mint-mobile-3-month-prepaid/7010118886.html,8gb,android,,$45,mint mobile - 3-month prepaid sim card - 8gb data /mo - ($60 value) ..
apple,silver,,unlocked,2019-11-04 12:37,https://chicago.craigslist.org/sox/mob/d/palos-heights-silver-iphone-6-obo/6994779752.html,,apple iOS,,$130,silver iphone 6 obo
samsung,,,unlocked,2019-11-04 12:45,https://washingtondc.craigslist.org/mld/mob/d/upper-marlboro-samsung-galaxy-s7/7009299064.html,764gb,android,,$160,samsung galaxy s7
apple,,like new,tmobile,2019-11-04 12:42,https://washingtondc.craigslist.org/doc/mob/d/silver-spring-iphone-7-128gb/7009849326.html,128gb,apple iOS,7,$215,iphone 7 (128gb)
apple,,like new,unlocked,2019-11-04 12:50,https://washingtondc.craigslist.org/nva/mob/d/falls-church-iphone-8-plus-64gb/6997557178.html,64gb,apple iOS,iPhone 8 Plus,$550,iphone 8 plus 64gb unlocked worldwide ready to go-- fully fuunctional
apple,,like new,unlocked,2019-11-04 12:50,https://washingtondc.craigslist.org/mld/mob/d/silver-spring-ready-to-go-iphone-5s/6996727459.html,16gb,apple iOS,iPhone 5S,$120,ready to go iphone 5s 16gb unlocked worldwide pick up only
apple,silver,,unlocked,2019-11-04 11:26,https://chicago.craigslist.org/chc/mob/d/des-plaines-12mp-dual-cameras-gb-iphone/7013292362.html,64gb,apple iOS,,$210,**12mp dual cameras === 64 - gb iphone x plus**
apple,black,like new,sprint,2019-11-04 13:41,https://washingtondc.craigslist.org/nva/mob/d/burke-iphone-8-plus-64gb-black-unlocked/7013472821.html,64gb,apple iOS,iPhone 8 Plus 64gb,$450,iphone 8 plus 64gb black - unlocked
apple,red,,att,2019-11-04 11:32,https://chicago.craigslist.org/chc/mob/d/chicago-truedepth-front-camera-unlocked/7013294296.html,64 gb,apple iOS,,$206,truedepth front camera %%% unlocked apple iphone x plus 64 gb
apple,gray,like new,unlocked,2019-11-04 13:43,https://washingtondc.craigslist.org/doc/mob/d/washington-iphone-xs-like-new-space/7013440836.html,256 gb,apple iOS,iPhone Xs,$800,iphone xs (like new) - space gray - 256 gb - unlocked
google,white,like new,unlocked,2019-11-04 13:46,https://washingtondc.craigslist.org/nva/mob/d/ashburn-google-pixel-3xl-white-unlocked/7013478205.html,,android,Pixel 3XL,$395,google pixel 3xl white unlocked in mint condition
apple,,,unlocked,2019-11-04 10:46,https://chicago.craigslist.org/chc/mob/d/chicago-unlocked-iphone-64gb/7013358258.html,64gb,apple iOS,,$275,unlocked iphone x 64gb
apple,red,new,unlocked,2019-11-04 14:36,https://washingtondc.craigslist.org/nva/mob/d/annandale-650-new-iphone-64gb-comes/7013524768.html,64gb,apple iOS,iPhone X,$650,$650 new iphone x 64gb (comes with free red google mini home)
samsung,,like new,unlocked,2019-11-04 14:41,https://washingtondc.craigslist.org/nva/mob/d/falls-church-fully-functional-samsung/6997309695.html,64gb,android,Galaxy S9 Plus,$495,fully functional samsung galaxy s9 plus 64gb unlocked worldwide
apple,,excellent,att,2019-11-04 11:07,https://chicago.craigslist.org/chc/mob/d/att-apple-iphone-5-32gb/6999194659.html,32gb,apple iOS,iPhone,$50,at&t apple iphone 5 32gb
apple,,excellent,verizon,2019-11-04 12:01,https://chicago.craigslist.org/nch/mob/d/wheeling-iphone-6s-16gb/7011278508.html,16gb,apple iOS,6S,$195,iphone 6s 16gb
none,red,like new,att,2019-11-04 10:42,https://chicago.craigslist.org/chc/mob/d/chicago-jitterbug-phone/6995048541.html,,other,,$40,jitterbug phone
none,,excellent,unlocked,2019-11-04 10:54,https://chicago.craigslist.org/chc/mob/d/chicago-zte-zmax-pro/6993513199.html,,android,,$75,zte zmax pro
apple,,new,sprint,2019-11-04 10:45,https://chicago.craigslist.org/nch/mob/d/gurnee-brand-new-phone-64-gb-sprint/7011604663.html,64 gb,apple iOS,,$450,brand new i phone x 64 gb sprint. paided off
lg,black,like new,unlocked,2019-11-04 09:11,https://chicago.craigslist.org/nwc/mob/d/schaumburg-lg-harmony-lgm257-black/7011890701.html,,android,LGM257,$100,lg harmony lgm257 black- cricket phone
none,,good,unlocked,2019-11-04 06:46,https://chicago.craigslist.org/wcl/mob/d/glen-ellyn-android-phone/7009364904.html,,android,,$35,android phone
apple,,good,unlocked,2019-11-04 07:14,https://chicago.craigslist.org/wcl/mob/d/aurora-iphone-6-16gb/7013198919.html,16gb,apple iOS,,$125,iphone 6 16gb
apple,,like new,unlocked,2019-11-04 07:31,https://chicago.craigslist.org/nwc/mob/d/carpentersville-apple-iphone-xr/7013206546.html,128gb,apple iOS,iPhone xr,$550,apple iphone xr
apple,gray,like new,att,2019-11-04 07:48,https://chicago.craigslist.org/nch/mob/d/evanston-unlocked-iphone-xs-max/6998448765.html,64gb,apple iOS,iPhone XS Max,$750,unlocked iphone xs max
apple,gray,like new,att,2019-11-04 07:48,https://chicago.craigslist.org/nch/mob/d/evanston-unlocked-iphone-xs-max/7007718863.html,64gb,apple iOS,iPhone XS Max,$750,unlocked iphone xs max flawless under warranty full accessories + box
apple,gold,like new,att,2019-11-04 07:50,https://chicago.craigslist.org/chc/mob/d/chicago-iphone-6-att-64-gb-mint/7008342415.html,64 gb,apple iOS,iPhone 6 64gb att,$150,iphone 6 / at&t / 64 gb / mint condition!
apple,silver,like new,unlocked,2019-11-04 07:55,https://chicago.craigslist.org/chc/mob/d/chicago-apple-phone-xs-max/7005992853.html,256 gb,apple iOS,XS MAX,$699,apple i phone xs max
apple,,like new,unlocked,2019-11-04 07:57,https://chicago.craigslist.org/chc/mob/d/elk-grove-village-iphone-xs-256gb-with/7011104545.html,256gb,apple iOS,iPhone XS,$160,iphone xs 256gb with fully functional
apple,gray,excellent,tmobile,2019-11-04 07:57,https://chicago.craigslist.org/chc/mob/d/elk-grove-village-iphone-8-space-grey/7011102529.html,64gb,apple iOS,iPhone 8,$100,iphone 8 space grey 64gb
samsung,,like new,unlocked,2019-11-04 12:17,https://washingtondc.craigslist.org/doc/mob/d/washington-samsung-galaxy-s8-64gb/7006360041.html,64gb,android,GALAXY S8,$275,samsung galaxy s8 64gb factory unlocked
apple,black,,att,2019-11-04 08:13,https://chicago.craigslist.org/chc/mob/d/elk-grove-village-print-apple-iphone-7/7013189044.html,128gb,apple iOS,,$100,print a'p'p'l'e iphone 7 plus - 128gb - black (at&t cricket net10 h20)
samsung galaxy,,like new,unlocked,2019-11-04 12:15,https://washingtondc.craigslist.org/doc/mob/d/washington-samsung-galaxy-note-8-64gb/7002336525.html,64gb,android,note 8,$350,samsung galaxy note 8 64gb factory unlocked brand new 90 day warranty
alcatel,,new,unlocked,2019-11-04 12:15,https://washingtondc.craigslist.org/doc/mob/d/washington-50-factory-unlocked-unlocked/7007489889.html,,other,,$50,$50 factory unlocked unlocked flip phone!
samsung,,like new,unlocked,2019-11-04 12:15,https://washingtondc.craigslist.org/doc/mob/d/washington-samsung-galaxy-s8-64gb/7007487886.html,64gb,android,GALAXY S8,$275,samsung galaxy s8 64gb factory unlocked
samsung,,like new,unlocked,2019-11-04 12:15,https://washingtondc.craigslist.org/doc/mob/d/washington-samsung-galaxy-s8-64gb/7007485625.html,64gb,android,GALAXY S8,$275,samsung galaxy s8 64gb factory unlocked
samsung,,excellent,unlocked,2019-11-04 12:16,https://washingtondc.craigslist.org/doc/mob/d/washington-samsung-galaxy-s9-plus-64gb/7007488106.html,64gb,android,GALAXY S9+,$375,samsung galaxy s9+ plus 64gb factory unlocked with warranty
verizon,black,excellent,verizon,2019-11-04 05:45,https://chicago.craigslist.org/nwi/mob/d/verizon-blackberry/7013171066.html,,blackberry,Blackberry,$35,verizon blackberry
cat,,like new,unlocked,2019-11-04 06:08,https://chicago.craigslist.org/chc/mob/d/chicago-cat-s48c/7013176070.html,,android,S48c,$450,cat s48c
samsung,,excellent,tmobile,2019-11-04 06:40,https://chicago.craigslist.org/chc/mob/d/golf-samsung-galaxy-note5-unlock-32gb/7010145533.html,32gb,android,,$160,samsung galaxy note5 unlock 32gb
apple,,excellent,tmobile,2019-11-04 06:40,https://chicago.craigslist.org/chc/mob/d/golf-iphone-6s-factory-unlock-64gb/7010149150.html,64gb,apple iOS,,$160,iphone 6s factory unlock 64gb
apple,,excellent,tmobile,2019-11-04 06:40,https://chicago.craigslist.org/chc/mob/d/golf-iphone-6-factory-unlock-128gb/7010151143.html,128gb,apple iOS,,$150,iphone 6 factory unlock 128gb
samsung,,excellent,tmobile,2019-11-04 06:40,https://chicago.craigslist.org/chc/mob/d/golf-samsung-galaxy-note9-unlock-128gb/7010153148.html,128gb,android,,$400,samsung galaxy note9 unlock 128gb
apple,,excellent,att,2019-11-04 11:45,https://washingtondc.craigslist.org/mld/mob/d/hyattsville-iphone-7-plus-128gb/7013335972.html,128gb,apple iOS,,$300,iphone 7 plus 128gb
samsung,,like new,unlocked,2019-11-04 11:31,https://washingtondc.craigslist.org/nva/mob/d/springfield-samsung-galaxy-note-9/7011098622.html,,android,Galaxy NOTE 9,$560,samsung galaxy note 9 unlocked - comes w/ box + accessories
apple,silver,,tmobile,2019-11-04 11:44,https://washingtondc.craigslist.org/nva/mob/d/factory-unlocked-iphone-6-64gb-silver/7012104432.html,64gb,apple iOS,,$140,factory unlocked! iphone 6 64gb silver with new accessories
apple,,like new,unlocked,2019-11-04 11:49,https://washingtondc.craigslist.org/nva/mob/d/alexandria-iphone-8-plus-64gb-with-1/6998744413.html,64gb,apple iOS,iPhone 8 Plus,$575,iphone 8 plus 64gb with 1 month warranty excellent conditions
apple,,like new,unlocked,2019-11-04 11:25,https://washingtondc.craigslist.org/doc/mob/d/washington-iphone-xr-unlocked/7011201081.html,,apple iOS,XR,$550,iphone xr unlocked
none,,new,unlocked,2019-11-04 11:25,https://washingtondc.craigslist.org/doc/mob/d/unlocked-iphone-7-plus-128gb/7012044892.html,128gb,android,,$350,unlocked iphone 7 plus  128gb
none,,new,unlocked,2019-11-04 11:25,https://washingtondc.craigslist.org/doc/mob/d/unlocked-iphone-7-plus-128gb/7012043466.html,128gb,android,,$350,unlocked iphone 7 plus  128gb
samsung,,like new,unlocked,2019-11-04 11:25,https://washingtondc.craigslist.org/nva/mob/d/springfield-like-new-samsung-note-8-64gb/7005982295.html,64gb,android,note 8,$375,like new samsung note 8 (64gb)
none,,new,unlocked,2019-11-04 11:25,https://washingtondc.craigslist.org/doc/mob/d/unlocked-iphone-7-plus-128gb/7004570656.html,128gb,android,,$350,unlocked iphone 7 plus  128gb
