BRAND,COLOUR,CONDITION,CONTRACT,MEMORY,MOBOS,MODEL,PRICE
Motorola,gray,2.0,Unlocked,32,android,S6,65.0
Samsung,unknow,4.0,Unlocked,512,android,s9+,375.0
Apple,unknow,4.0,Verizon,64,apple ios,iphone 8,400.0
Apple,unknow,3.0,At&t,0,apple ios,Iphone X,560.0
Apple,gold,4.0,At&t,32,apple ios,IPHONE 6S,150.0
Samsung,blue,4.0,T-Mobile,32,android,J7 ,55.0
Apple,gray,4.0,Unlocked,256,apple ios,iPhone 8 Plus,200.0
Apple,red,4.0,At&t,64,apple ios,IPHONE 6,150.0
Motorola,red,4.0,Unlocked,16,android,E5,40.0
Samsung,gray,4.0,Unlocked,16,android,J3,60.0
Samsung,gold,4.0,At&t,32,android,NOTE 3,100.0
Apple,black,4.0,Unlocked,16,apple ios,IPHONE 6S,115.0
Apple,silver,5.0,Unlocked,64,apple ios,iphone 8,200.0
Apple,black,4.0,Unlocked,32,apple ios,IPHONE 7,200.0
Apple,black,4.0,Unlocked,16,apple ios,Galaxy s8,125.0
Apple,Grey,4.0,At&t,256,apple ios,5,300.0
Apple,blue,4.0,Unlocked,64,apple ios,IPHONE 6,135.0
Apple,black,5.0,Unlocked,16,apple ios,6 PLUS,155.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,700.0
Apple,unknow,5.0,Unlocked,64,apple ios,iPhone 8 Plus,350.0
Samsung,unknow,3.0,Unlocked,0,android,Note 10 Plus,1100.0
Apple,silver,4.0,Unlocked,32,apple ios,IPHONE 6S,150.0
Samsung,gold,4.0,Unlocked,64,android,Galaxy ALL,50.0
Apple,unknow,5.0,Unlocked,128,apple ios,IPHONE 7,310.0
Apple,blue,4.0,T-Mobile,64,apple ios,IPHONE 7 PLUS,250.0
Apple,unknow,3.0,Unlocked,0,apple ios,xs max,900.0
Apple,unknow,4.0,Unlocked,0,apple ios,X,500.0
Samsung,black,4.0,Unlocked,64,android,s7 edge,129.0
Apple,silver,5.0,At&t,512,apple ios,XS,775.0
Apple,unknow,4.0,At&t,64,apple ios,Iphone X,529.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 6S,115.0
Apple,unknow,3.0,Unlocked,0,apple ios,iPhone 8 Plus,575.0
Apple,red,5.0,Sprint,32,apple ios,IPHONE 6,150.0
Apple,blue,5.0,Sprint,256,apple ios,6 PLUS,200.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,300.0
Apple,gray,4.0,T-Mobile,256,apple ios,IPHONE 6S,220.0
Apple,gray,4.0,Unlocked,64,apple ios,IPHONE 6,190.0
Apple,gold,5.0,Unlocked,64,apple ios,IPHONE 6,170.0
Apple,red,2.0,Unlocked,64,apple ios,IPHONE 6S,125.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 6,190.0
Apple,purple,4.0,Unlocked,32,apple ios,IPHONE 6S,135.0
Samsung,blue,4.0,T-Mobile,32,android,J7 ,150.0
Apple,black,4.0,Unlocked,64,apple ios,6 PLUS,155.0
Apple,unknow,4.0,Unlocked,256,apple ios,iphone 8,380.0
Lg,gold,4.0,Unlocked,256,android,G7,230.0
Apple,gray,4.0,Unlocked,32,apple ios,IPHONE 7,239.0
Apple,gray,4.0,Unlocked,32,apple ios,IPHONE 7,240.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6,190.0
Apple,red,4.0,Unlocked,128,apple ios,IPHONE 6,175.0
Samsung,unknow,3.0,Unlocked,0,android,S10 plus,500.0
Apple,unknow,4.0,Sprint,0,apple ios,XR,900.0
Apple,white,5.0,Unlocked,64,apple ios,iPhone,250.0
Apple,unknow,3.0,Sprint,0,apple ios,Iphone 8+,550.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone 8+,485.0
Apple,Grey,3.0,Unlocked,128,apple ios,XR,500.0
Apple,red,5.0,Unlocked,64,apple ios,6 PLUS,150.0
Apple,black,4.0,Unlocked,64,apple ios,iphone 8,350.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone 8+,485.0
Samsung,unknow,4.0,At&t,256,android,Note 8,350.0
Apple,gray,5.0,At&t,256,apple ios,iPhone 8 Plus,200.0
Apple,black,5.0,At&t,256,apple ios,iPhone 8 Plus,200.0
Apple,black,4.0,At&t,128,apple ios,iPhone X 64GB,200.0
Apple,black,5.0,At&t,64,apple ios,iPhone X,200.0
Samsung,unknow,3.0,Unlocked,0,android,Note 9,850.0
Samsung,unknow,4.0,Unlocked,256,android,Note 8,380.0
Apple,black,4.0,At&t,64,apple ios,IPHONE 6,190.0
Apple,black,2.0,Unlocked,64,apple ios,6 PLUS,155.0
Apple,black,4.0,Unlocked,16,apple ios,IPHONE 6S,150.0
Apple,silver,4.0,At&t,128,apple ios,7 Plus,150.0
Apple,white,4.0,Verizon,64,apple ios,IPHONE 6,135.0
Motorola,red,5.0,Unlocked,64,android,G7,120.0
Samsung,unknow,3.0,Verizon,0,android,s9+,550.0
Samsung,black,4.0,Unlocked,256,android,Note 8,389.0
Samsung,Grey,4.0,Unlocked,512,android,Note 8,389.0
Samsung,black,3.0,Verizon,256,android,Note 10 Plus,1025.0
Apple,unknow,3.0,Unlocked,0,apple ios,XR,450.0
Apple,gray,4.0,Unlocked,16,apple ios,X4,60.0
Google,unknow,3.0,Unlocked,0,android,pixel 3 xl,700.0
Apple,unknow,2.0,Verizon,256,apple ios,IPHONE 7,450.0
Apple,gold,4.0,Unlocked,64,apple ios,IPHONE 6,150.0
Apple,unknow,3.0,Sprint,0,apple ios,Iphone X,700.0
Apple,unknow,3.0,Sprint,0,apple ios,xs max,700.0
Apple,black,4.0,At&t,128,apple ios,IPHONE 6,190.0
Apple,black,4.0,At&t,128,apple ios,IPHONE 7,200.0
Apple,red,3.0,Unlocked,256,apple ios,XR,800.0
Apple,gray,5.0,Unlocked,64,apple ios,IPHONE 7,235.0
Samsung,unknow,5.0,Unlocked,64,android,Note 8,350.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,315.0
Apple,silver,5.0,Unlocked,32,apple ios,IPHONE 7,215.0
Apple,black,5.0,Unlocked,128,apple ios,IPHONE 7,245.0
Apple,unknow,3.0,Unlocked,128,apple ios,XR,650.0
Apple,unknow,3.0,T-Mobile,0,apple ios,iPhone 8 Plus,500.0
Apple,unknow,4.0,Sprint,256,apple ios,iPhone 8 Plus,400.0
Samsung,unknow,4.0,T-Mobile,128,android,Note 8,340.0
Apple,black,5.0,T-Mobile,32,apple ios,IPHONE 7 PLUS,340.0
Apple,unknow,4.0,Unlocked,256,apple ios,Iphone X,300.0
Lg,red,5.0,Unlocked,32,android,Xperia F8332,70.0
Apple,silver,5.0,Unlocked,32,apple ios,IPHONE 8,150.0
Samsung,unknow,4.0,Unlocked,64,android,Note 8,330.0
Lg,purple,4.0,T-Mobile,256,android,Galaxy S10,200.0
Samsung,unknow,3.0,Sprint,0,android,Note 10 plus,850.0
Apple,unknow,4.0,Verizon,64,apple ios,iphone 8,350.0
Apple,unknow,3.0,Verizon,0,apple ios,Iphone X,550.0
Apple,unknow,3.0,Unlocked,0,apple ios,iPhone 8 Plus,1000.0
Apple,unknow,4.0,Unlocked,256,apple ios,xs max,1050.0
Apple,gray,4.0,Unlocked,64,apple ios,iPhone 7 plus,135.0
Samsung,unknow,4.0,T-Mobile,256,android,Note 8,350.0
Apple,white,4.0,T-Mobile,16,apple ios,7..METRO PCS,50.0
Apple,blue,5.0,Unlocked,32,apple ios,iPhone 7,125.0
Motorola,gold,4.0,Unlocked,128,android,g6,140.0
Apple,unknow,4.0,T-Mobile,256,apple ios,iPhone 8 Plus,400.0
Samsung,black,5.0,Unlocked,32,android,J7 ,70.0
Apple,black,5.0,At&t,64,apple ios,IPHONE 6,150.0
Apple,black,5.0,Unlocked,128,apple ios,IPHONE 7 PLUS,100.0
Apple,rose,5.0,Unlocked,128,apple ios,IPHONE 7 PLUS,100.0
Apple,gray,4.0,At&t,32,apple ios,IPHONE 6 PLUS,100.0
Samsung,unknow,3.0,Unlocked,128,android,S9+,500.0
Apple,white,4.0,Unlocked,64,apple ios,IPHONE 7,170.0
Samsung,black,5.0,Unlocked,16,android,F2,100.0
Samsung,unknow,3.0,Unlocked,0,android,Note 10 plus,960.0
Apple,blue,5.0,At&t,64,apple ios,IPHONE 6S,85.0
Apple,unknow,3.0,Unlocked,64,apple ios,XS,875.0
Motorola,white,4.0,Unlocked,256,android,G7,105.0
Apple,unknow,3.0,T-Mobile,64,apple ios,Iphone X,550.0
Apple,unknow,4.0,Unlocked,64,apple ios,Iphone X,300.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,500.0
Apple,rose,5.0,Unlocked,32,apple ios,Pixel XL,100.0
Apple,white,4.0,T-Mobile,128,apple ios,IPHONE 7,180.0
Apple,unknow,5.0,Unlocked,128,apple ios,IPHONE 7,350.0
Apple,unknow,4.0,Unlocked,256,apple ios,IPHONE 7,399.0
Samsung,unknow,4.0,Unlocked,64,android,s9,375.0
Samsung,unknow,2.0,T-Mobile,0,android,s9+,450.0
Apple,black,5.0,Unlocked,256,apple ios,IPHONE 7,220.0
Apple,red,5.0,T-Mobile,16,apple ios,IPHONE 7,80.0
Apple,black,4.0,At&t,64,apple ios,XR,600.0
Apple,black,4.0,Unlocked,64,apple ios,XR,640.0
Apple,unknow,3.0,Unlocked,64,apple ios,XS,899.0
Apple,gold,4.0,Unlocked,64,apple ios,IPHONE 6,135.0
Apple,black,4.0,Unlocked,64,apple ios,6S A1688,85.0
Apple,white,4.0,Unlocked,64,apple ios,IPHONE 6S,180.0
Apple,black,4.0,At&t,256,apple ios,IPHONE 7 PLUS,325.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,345.0
Apple,unknow,4.0,Unlocked,32,apple ios,IPHONE 7 PLUS,300.0
Apple,gray,4.0,Unlocked,256,apple ios,Iphone X,500.0
Samsung,unknow,4.0,Unlocked,0,android,S10 plus,420.0
Samsung,rose,5.0,At&t,64,android,s7,195.0
Apple,gold,3.0,Unlocked,64,apple ios,xs max,900.0
Motorola,rose,4.0,Unlocked,8,android,Ph-1,90.0
Lg,rose,4.0,Unlocked,32,android,G7,100.0
Samsung,unknow,2.0,T-Mobile,0,android,S9+,450.0
Apple,gold,4.0,T-Mobile,128,apple ios,IPHONE 7 PLUS,650.0
Google,unknow,4.0,Verizon,128,android,pixel 3 xl,565.0
Apple,unknow,3.0,Unlocked,64,apple ios,XR,730.0
Apple,unknow,4.0,Unlocked,0,apple ios,IPHONE 7 PLUS,430.0
Samsung,unknow,4.0,Unlocked,512,android,note 10 plus,1100.0
Apple,unknow,5.0,Sprint,64,apple ios,XR,400.0
Apple,red,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,350.0
Samsung,unknow,3.0,Sprint,0,android,S10,750.0
Apple,unknow,3.0,At&t,256,apple ios,XS,975.0
Motorola,blue,4.0,Sprint,16,android,Galaxy,60.0
Samsung,unknow,3.0,T-Mobile,0,android,S10,900.0
Apple,silver,3.0,Verizon,512,apple ios,xs max,950.0
Apple,gray,4.0,Unlocked,256,apple ios,iPhone 8 Plus,200.0
Apple,unknow,4.0,At&t,512,apple ios,iphone 8,375.0
Apple,unknow,4.0,Unlocked,256,apple ios,Iphone X,700.0
One Plus,blue,4.0,T-Mobile,0,android,7 pro,600.0
Apple,black,4.0,Unlocked,256,apple ios,iPhone 8 Plus,200.0
Apple,rose,4.0,At&t,32,apple ios,IPHONE 7 PLUS,100.0
Apple,black,4.0,Unlocked,32,apple ios,IPHONE 6,110.0
Apple,rose,4.0,At&t,64,apple ios,IPHONE 7 PLUS,100.0
Apple,gray,4.0,Unlocked,32,apple ios,IPHONE 6S,145.0
Apple,white,5.0,At&t,16,apple ios,IPHONE 7 PLUS,100.0
Apple,gray,4.0,Unlocked,4,apple ios,6 PLUS,155.0
Apple,black,3.0,Unlocked,128,apple ios,XR,800.0
Samsung,unknow,3.0,Unlocked,0,android,S10,600.0
Apple,unknow,4.0,Unlocked,128,apple ios,iphone 8,300.0
Samsung,unknow,4.0,Unlocked,128,android,S9+,399.0
Lg,black,4.0,Unlocked,64,android,DPH153,40.0
Apple,white,4.0,Unlocked,128,apple ios,Galaxy S6,80.0
Apple,unknow,3.0,T-Mobile,64,apple ios,Iphone X,750.0
Apple,unknow,3.0,At&t,0,apple ios,iPhone 8 Plus,600.0
Nokia,white,5.0,At&t,64,other,e51,60.0
Nokia,red,4.0,Unlocked,4,other,e71,40.0
Nokia,red,4.0,Unlocked,2,other,3710,40.0
Apple,silver,4.0,Unlocked,64,apple ios,IPHONE 6S,190.0
Google,unknow,3.0,Unlocked,0,android,pixel 3 xl,500.0
Lg,black,4.0,Unlocked,128,android,g8,540.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6S,190.0
Blackberry,gray,4.0,Unlocked,128,android,Galaxy S9+,180.0
Apple,unknow,4.0,Verizon,64,apple ios,XR,350.0
Apple,unknow,4.0,T-Mobile,64,apple ios,iPhone 8 Plus,490.0
Motorola,gray,5.0,Unlocked,32,android,6S,75.0
Apple,unknow,5.0,Unlocked,8,apple ios,iPhone 8 Plus,300.0
Apple,red,4.0,Unlocked,64,apple ios,IPHONE 6,155.0
Apple,unknow,3.0,Unlocked,256,apple ios,IPHONE 7 PLUS,475.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 7,170.0
Apple,rose,4.0,Unlocked,64,apple ios,6 PLUS,160.0
Apple,black,4.0,Unlocked,32,apple ios,IPHONE 6S,190.0
Apple,red,4.0,Unlocked,128,apple ios,IPHONE 7,260.0
Apple,gold,4.0,Unlocked,64,apple ios,Mi A2,75.0
Apple,gray,4.0,Unlocked,64,apple ios,XS,700.0
Apple,unknow,3.0,T-Mobile,64,apple ios,XR,500.0
Apple,gray,4.0,At&t,128,apple ios,IPHONE 7,260.0
Samsung,unknow,4.0,At&t,0,android,Note 8,400.0
Motorola,black,5.0,T-Mobile,32,android,G7,80.0
Apple,unknow,5.0,Unlocked,256,apple ios,xs max,350.0
Samsung,unknow,5.0,At&t,64,android,Note 8,350.0
Apple,unknow,3.0,At&t,0,apple ios,XR,600.0
Apple,red,5.0,Unlocked,64,apple ios,IPHONE 7,80.0
Apple,unknow,4.0,Unlocked,64,apple ios,iPhone 8 Plus,400.0
Apple,gold,4.0,Unlocked,256,apple ios,IPHONE 7,275.0
Apple,red,4.0,Unlocked,64,apple ios,IPHONE 6,129.0
Samsung,gray,4.0,Unlocked,64,android,S10 5G,270.0
Apple,rose,4.0,At&t,64,apple ios,IPHONE 7 PLUS,100.0
Apple,unknow,3.0,Unlocked,512,apple ios,XS,950.0
Apple,black,5.0,At&t,16,apple ios,IPHONE 7 PLUS,100.0
Apple,silver,4.0,Unlocked,32,apple ios,IPHONE 7,280.0
Apple,black,5.0,At&t,128,apple ios,IPHONE 7 PLUS,100.0
Apple,red,4.0,Unlocked,128,apple ios,IPHONE 6,170.0
Apple,silver,4.0,Unlocked,32,apple ios,IPHONE 6S,150.0
Apple,silver,4.0,At&t,16,apple ios,IPHONE 7 PLUS,100.0
Samsung,unknow,4.0,Unlocked,256,android,s9,375.0
Apple,black,5.0,Sprint,32,apple ios,IPHONE 7,200.0
Samsung,unknow,4.0,Unlocked,256,android,s9,375.0
Samsung,unknow,5.0,Unlocked,64,android,s9,350.0
Samsung,unknow,3.0,Unlocked,0,android,Note 10 plus,800.0
Apple,unknow,3.0,At&t,0,apple ios,xs max,800.0
Apple,red,4.0,Unlocked,64,apple ios,IPHONE 6S,150.0
Apple,black,4.0,Unlocked,256,apple ios,iPhone 8 Plus,250.0
Apple,blue,3.0,Unlocked,128,apple ios,XR,650.0
Apple,black,4.0,At&t,512,apple ios,XR,400.0
Apple,unknow,4.0,Unlocked,0,apple ios,xs max,1000.0
Lg,red,4.0,Unlocked,64,android,Galaxy s7,60.0
Apple,black,4.0,T-Mobile,64,apple ios,IPHONE 7,200.0
Apple,unknow,4.0,Unlocked,128,apple ios,IPHONE 7 PLUS,300.0
Lg,red,5.0,Unlocked,64,android,7 Plus,140.0
Apple,black,2.0,Sprint,64,apple ios,IPHONE 6S,200.0
Apple,gray,4.0,Verizon,32,apple ios,IPHONE 6,100.0
Apple,unknow,3.0,T-Mobile,0,apple ios,iPhone 8 Plus,500.0
Motorola,gray,5.0,Unlocked,32,android,e51,75.0
Apple,unknow,5.0,T-Mobile,256,apple ios,XR,400.0
Apple,black,4.0,Unlocked,256,apple ios,IPHONE 6,170.0
Alcatel,red,4.0,Unlocked,64,android,Moto G XT1028,40.0
Samsung,gray,5.0,At&t,16,android,5,100.0
Samsung,purple,4.0,Unlocked,64,android,s9,360.0
Apple,gray,4.0,Unlocked,64,apple ios,IPHONE 6,129.0
Apple,rose,4.0,Unlocked,64,apple ios,IPHONE 6,99.0
Apple,unknow,4.0,Unlocked,32,apple ios,5s,450.0
Apple,unknow,5.0,Unlocked,16,apple ios,5c,700.0
Apple,black,5.0,Unlocked,32,apple ios,IPHONE 6S,129.0
Apple,gold,3.0,At&t,256,apple ios,xs max,500.0
Samsung,unknow,3.0,Unlocked,0,android,S10 plus,600.0
Apple,silver,4.0,Unlocked,128,apple ios,iPhone 7 Plus,150.0
Samsung,unknow,4.0,Unlocked,256,android,s9,350.0
Apple,unknow,3.0,T-Mobile,0,apple ios,XS,850.0
Apple,gray,4.0,At&t,32,apple ios,IPHONE 6,140.0
Apple,unknow,4.0,Unlocked,64,apple ios,xs max,850.0
Samsung,unknow,5.0,Unlocked,64,android,S9+,390.0
Apple,red,4.0,Unlocked,0,apple ios,XR,700.0
Apple,gold,5.0,Unlocked,64,apple ios,IPHONE 6S,250.0
Apple,rose,4.0,Unlocked,64,apple ios,iphone 8,150.0
Google,gray,4.0,T-Mobile,64,android,pixel 3,275.0
Samsung,gold,4.0,T-Mobile,128,android,pixel,120.0
Apple,rose,4.0,At&t,64,apple ios,IPHONE 7,230.0
Apple,gray,3.0,At&t,64,apple ios,Iphone X,520.0
Apple,unknow,4.0,Sprint,512,apple ios,Iphone X,400.0
Apple,unknow,4.0,Unlocked,64,apple ios,xs max,650.0
Xiaomi,black,5.0,Unlocked,32,android,7 plus,150.0
Samsung,unknow,4.0,At&t,64,android,Note 8,350.0
Samsung,unknow,4.0,T-Mobile,256,android,Note 8,300.0
Lg,rose,4.0,Unlocked,16,android,Galaxy S7,100.0
Apple,rose,5.0,Unlocked,32,apple ios,IPHONE 7,300.0
Lg,black,4.0,Unlocked,64,android,J3,65.0
Blackberry,gold,4.0,Verizon,32,android,Moto G6,60.0
Google,unknow,3.0,Verizon,128,android,pixel 3 xl,565.0
One Plus,black,4.0,Unlocked,64,android,6s plus,100.0
Blackberry,black,5.0,Sprint,256,android,key 1,350.0
Apple,black,5.0,Unlocked,256,apple ios,6 PLUS,200.0
Apple,white,5.0,Unlocked,64,apple ios,IPHONE 6S,180.0
Samsung,unknow,4.0,Verizon,256,android,Note 10,900.0
Apple,black,5.0,At&t,16,apple ios,iphone 3,85.0
Apple,unknow,4.0,At&t,64,apple ios,xs max,650.0
Apple,unknow,3.0,Unlocked,0,apple ios,Iphone X,700.0
Apple,unknow,3.0,Unlocked,64,apple ios,XR,500.0
Apple,unknow,3.0,Verizon,256,apple ios,IPHONE 7 PLUS,600.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 6S,180.0
Apple,gray,4.0,Unlocked,64,apple ios,IPHONE 6S,190.0
Apple,gold,4.0,Unlocked,32,apple ios,IPHONE 6,275.0
Apple,gray,4.0,Unlocked,256,apple ios,IPHONE 6S,180.0
Apple,black,4.0,Unlocked,256,apple ios,IPHONE 6,250.0
Apple,unknow,3.0,Unlocked,256,apple ios,iPhone 8 Plus,525.0
Apple,unknow,4.0,Unlocked,32,apple ios,IPHONE 7 PLUS,310.0
Apple,blue,5.0,At&t,32,apple ios,IPHONE 7 PLUS,100.0
Samsung,unknow,4.0,Unlocked,256,android,S9+,380.0
Apple,red,5.0,At&t,32,apple ios,IPHONE 7 PLUS,100.0
Apple,gray,5.0,Verizon,16,apple ios,IPHONE 6,130.0
Apple,white,4.0,Unlocked,32,apple ios,IPHONE 7,240.0
Apple,unknow,3.0,At&t,0,apple ios,xs max,900.0
Apple,unknow,3.0,At&t,0,apple ios,xs max,900.0
Samsung,red,4.0,Unlocked,32,android,Pixel 2,100.0
Apple,blue,5.0,Unlocked,32,apple ios,Iphone X,100.0
Apple,unknow,3.0,At&t,0,apple ios,xs max,900.0
Apple,Grey,4.0,Verizon,256,apple ios,xs max,1000.0
Samsung,unknow,5.0,Unlocked,128,android,S9+,399.0
Apple,silver,3.0,Unlocked,0,apple ios,XR,1000.0
Apple,unknow,3.0,At&t,0,apple ios,xs max,650.0
Samsung,unknow,4.0,T-Mobile,0,android,Note 9,500.0
Apple,white,4.0,Unlocked,64,apple ios,6 16 GB,69.0
Samsung,unknow,3.0,Unlocked,0,android,Note 10,650.0
Apple,unknow,3.0,Unlocked,256,apple ios,XR,450.0
Samsung,gold,4.0,Unlocked,256,android,s8,250.0
Apple,gold,4.0,Unlocked,64,apple ios,IPHONE 6S,180.0
Apple,silver,4.0,Unlocked,16,apple ios,x,100.0
Lg,white,4.0,Unlocked,16,android,Revvl plus,60.0
Samsung,black,5.0,T-Mobile,64,android,GALAXY S8,130.0
Samsung,unknow,4.0,T-Mobile,256,android,Note 8,350.0
Apple,black,4.0,Unlocked,128,apple ios,IPHONE 6S,400.0
Apple,white,4.0,Unlocked,32,apple ios,IPHONE 6,40.0
Apple,black,4.0,Unlocked,64,apple ios,IPHONE 6S,180.0
Samsung,unknow,3.0,Unlocked,0,android,S10 plus,680.0
Samsung,gold,5.0,T-Mobile,256,android,9+,250.0
Apple,unknow,4.0,Verizon,64,apple ios,iphone 8,390.0
Samsung,black,3.0,Unlocked,512,android,S10,585.0
Lg,rose,4.0,At&t,32,android,g2,100.0
Lg,black,4.0,T-Mobile,128,android,g8,360.0
Apple,black,3.0,Unlocked,256,apple ios,Iphone X,500.0
Apple,unknow,3.0,Unlocked,256,apple ios,Iphone X,500.0
Apple,gold,4.0,Unlocked,64,apple ios,IPHONE 6S,250.0
Apple,blue,5.0,Unlocked,64,apple ios,IPHONE 6,160.0
Apple,rose,4.0,Unlocked,64,apple ios,S5 / SM-G900 Unlocked,79.0
Apple,unknow,4.0,At&t,0,apple ios,s9,1000.0
Samsung,rose,5.0,Unlocked,64,android,J7 ,100.0
Apple,black,4.0,Unlocked,128,apple ios,iphone 8,200.0
Apple,white,5.0,Unlocked,64,apple ios,iphone 8,200.0
Samsung,gray,4.0,Unlocked,32,android,S10,150.0
Apple,unknow,3.0,Unlocked,64,apple ios,XR,500.0
Apple,black,4.0,T-Mobile,128,apple ios,IPHONE 7 PLUS,325.0
Samsung,red,5.0,Unlocked,128,android,S8+,150.0
Lg,gold,4.0,T-Mobile,32,android,stylo 4,70.0
Apple,unknow,3.0,At&t,64,apple ios,xs max,850.0
Apple,unknow,3.0,Unlocked,64,apple ios,xs max,850.0
Apple,unknow,3.0,Unlocked,64,apple ios,xs max,850.0
Apple,unknow,3.0,T-Mobile,0,apple ios,XR,600.0
Apple,gold,4.0,Unlocked,64,apple ios,IPHONE 6,125.0
Apple,black,5.0,Unlocked,256,apple ios,IPHONE 7 PLUS,280.0
Apple,unknow,3.0,Unlocked,64,apple ios,Iphone X,700.0
Motorola,black,4.0,Unlocked,32,android,Onyx,45.0
Samsung,unknow,3.0,At&t,0,android,S8+,500.0
Samsung,unknow,3.0,At&t,0,android,S8+,500.0
Apple,red,4.0,Unlocked,128,apple ios,IPHONE 6S,200.0
Apple,black,5.0,T-Mobile,32,apple ios,5,35.0
Apple,unknow,4.0,Unlocked,256,apple ios,Iphone X,550.0
Apple,white,4.0,Unlocked,64,apple ios,IPHONE 6S,170.0
Samsung,red,4.0,Unlocked,32,android,Mate 20 lite,100.0
Apple,black,5.0,Sprint,32,apple ios,IPHONE 7,199.0
Apple,black,5.0,Unlocked,256,apple ios,IPHONE 7 PLUS,250.0
Samsung,unknow,4.0,Unlocked,128,android,s9+,490.0
Apple,silver,3.0,At&t,256,apple ios,xs max,700.0
Apple,gray,5.0,Unlocked,32,apple ios,IPHONE 6,275.0
